doc_id,split,image_path,annotation_path,form_items,words_count,question_count,answer_count,header_count,other_count,text_preview
0060262650,train,data/raw/funsd/dataset/training_data/images/0060262650.png,data/raw/funsd/dataset/training_data/annotations/0060262650.json,81,233,39,30,3,9,Telephone: TELEPHONE AME AFFILLATION DDRESS TELEPHONE AFFILIATION AME DDRESS Position resider Affiliation Affiliation Position Position Affiliation Topic. Affiliation Topic Position Position Position Affiliation Tοpic Affiliation Topic Professor Professor Professor Cytogeneticist Topic Annual Meetin
0060270727,train,data/raw/funsd/dataset/training_data/images/0060270727.png,data/raw/funsd/dataset/training_data/annotations/0060270727.json,85,174,36,21,2,26,"1987 MALIBU NONMENTHOL: (1) FILTER MENTHOL: ""TAR"": - - - - - 94 NICOTINE: 34 0 38 1 20 1 (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14) (15) (16) (17) (18) (19) (20) (21) (22) (23) (24) (25) (26) CIGARETTE REPORT FORM YEAR COVERED: BRAND FAMILY NAME: VARIETY DESCRIPTION: King Size, Filter "
0060302201,train,data/raw/funsd/dataset/training_data/images/0060302201.png,data/raw/funsd/dataset/training_data/annotations/0060302201.json,34,182,17,16,1,0,NAME: COMMENTS: none DIVISION COMMENTS yes RESEARCH COMPLETED OR IN PROGRESS WHICH HAS POSSIBILITIES FOR PRESENTATION OR PUBLICATION Ronald. W Davis Analytical- Radiochemistry NATURE OF WORK: Total aldehyde analysis in cigarette mainstream PRESENT STATUS OF WORK (Cite progress reports where appropri
0060308251,train,data/raw/funsd/dataset/training_data/images/0060308251.png,data/raw/funsd/dataset/training_data/annotations/0060308251.json,19,47,8,8,3,0,Date Signature From To NOTE: 3 2 A. T. Co. Tar & Nicotine Change Form 7/ 24/ 90 CARLTON 100's FMSP Brand & Style Tar (Mg /Cigt) Nicotine (Mg /Cigt) Tar (Mg /Cigt) Nicotine (Mg/ /Cigt) 0 .2 0 .3 Use Separate Form For Each Change
0060308461,train,data/raw/funsd/dataset/training_data/images/0060308461.png,data/raw/funsd/dataset/training_data/annotations/0060308461.json,61,153,31,28,2,0,"NICOTINE: NONMENTHOL: NONFILTER: 1985 King 20's X X 2,303 3,890 741 71,445 193 - 12,787 95,614 291,095 155,718 476,722 85,208 26,055 1,221,771 CIGARETTE REPORT FORM (1) YEAR COVERED: (2) BRAND FAMILY NAME: (3) VARIETY DESCRIPTION (4) PRODUCT LENGTH: (5) FILTER: (6) HARD PACK SOFT PACK: (7) MENTHOL: "
0071032790,train,data/raw/funsd/dataset/training_data/images/0071032790.png,data/raw/funsd/dataset/training_data/annotations/0071032790.json,26,80,12,12,1,1,"PROJECT OBJECTIVE: DATE: BTF - To: Files CONFIDENTIAL EPB: cc: ODL PROJECT INITIATION FORM September 16, 1980 PROJECT CODE: PROJECT NAME: PROJECT LEADER: WORK REQUESTED BY: E. P. Barbee R. S. Sprinkle, III To develop cigarette Cigarette to utilize a filter tip with longitudinal grooves from the mout"
0071032807,train,data/raw/funsd/dataset/training_data/images/0071032807.png,data/raw/funsd/dataset/training_data/annotations/0071032807.json,18,74,8,8,1,1,"Date Marketing Mann Project Initiation Form November 15, 1968 CST- N- 68 Project Code Project Name Charcoal Smoking Tobacco Project Leader Work Requested by Project Objective A pipe tobacco containing activated charcoal - must show vapor phase reduction. Smoking Deval Tobacco Other personnel assigne"
00836244,train,data/raw/funsd/dataset/training_data/images/00836244.png,data/raw/funsd/dataset/training_data/annotations/00836244.json,93,203,33,39,5,16,"COMPOUND SOURCE: INVESTIGATOR(S) SIGNATURE(S) LORILLARD NO REPORTED: LOT NO. CONCLUSION TA98 TA100 TA1535 TESTED SOLVENT DMSC ☑ 50 80 100 .5 .90 .96 .92 .85 .88 .97 .92 .92 .79 .83 .97 500 250 125 4 2 .86 .30 00836244 AMES ASSAY FOR MUTAGENICITY 2, 4- Dihydroxypyridine Lorillard - Organic Chemistry "
00836816,train,data/raw/funsd/dataset/training_data/images/00836816.png,data/raw/funsd/dataset/training_data/annotations/00836816.json,30,183,14,9,3,4,00836816 SIGNATURE DATE TO A30 pH ORAL SOLUBILITY COMPOUND PHYSICAL PARAMETERS LRC FILE NUMBER LOT NUMBER PHYSICAL STATE Clear Colorless liquid The pH of a 50 % concentration of A30 in (52.6% dioxane/ water was calculated to be 8.13 at 24 C according to the extrapolation procedures by Dr. P. D. Schi
00837285,train,data/raw/funsd/dataset/training_data/images/00837285.png,data/raw/funsd/dataset/training_data/annotations/00837285.json,79,227,22,48,3,6,CLASS A32 SOLUBILITY WATER OTHER MEASURED SALT BASE ACID REACTIVITY UNCHANGED UNCHANGED UNCHANGED UNCHANCED UNCHANGED UNCHANGED DECOMPOSITION DECOMPOSITION DECOMPOSITION DECOMPOSITION DECOMPOSITION DECOMPOSITION UNCHANGED UNCHANGED UNCHANGED UNCHANGED UNCHANGED UNCHANGED DECOMPOSITION DECOMPOSITION 
00838511_00838525,train,data/raw/funsd/dataset/training_data/images/00838511_00838525.png,data/raw/funsd/dataset/training_data/annotations/00838511_00838525.json,18,62,7,7,1,3,"NAME STRUCTURE II COMMENTS A41 00838511 DATE DECISION TREE ESTIMATION OF TOXIC RISK Paul Schickedantz, Jack Reid 12- 4- 80 COMPOUND NAME 2-Hydroxycyclododecanone OH O ESTIMATED TOXICITY CLASS LORILLARD COMPOUND CODE NUMBER This carbocyclic keto alcohol was placed in estimated toxicity class II due t"
00851772_1780,train,data/raw/funsd/dataset/training_data/images/00851772_1780.png,data/raw/funsd/dataset/training_data/annotations/00851772_1780.json,33,114,18,8,3,4,"TYPE COMBINED ☑ NAME NAME COMPOUND B73 DATE N/A DATES REVIEWED 00851772 II. (cont'd) Toxline 1929-1966 INFORMATION SEARCH SUMMARY CHEMICAL ☐ BIOLOGICAL ☐ May 27, 1982 Valerian Fluid Extract Jimmy Bell LORILLARD COMPOUND CODE REGISTRY NUMBER (IF applicable) LITERATURE SURVEYED Registry of the Toxic E"
00851879,train,data/raw/funsd/dataset/training_data/images/00851879.png,data/raw/funsd/dataset/training_data/annotations/00851879.json,28,141,11,8,2,7,Date 5-13-81 Subject Date 5-13-81 Method ☑ increased decreased 00851879 Verbal Phone (Means of communication) Estimated cost of the study will be: not affected Description of change order: The change was made so the protocol more closely conforms with the proposed regulations as stated in the Federa
00860012_00860014,train,data/raw/funsd/dataset/training_data/images/00860012_00860014.png,data/raw/funsd/dataset/training_data/annotations/00860012_00860014.json,63,199,31,12,5,15,"4 3212 D, Sereta B121 SIGNATURE EXPLOSIVE FLAMMABLE RADIOACTIVE SOLID X LIQUID PRESSURIZED COLOR Brown 00860012 DESSICATOR FREEZER OTHER ☑ HAZLETON LABORATORIES AMERICA INC 9200 LEESBURG TURNPIKE VIENNA VIRGINIA 22180 USA PROJECT SHEET December 13, 1983 DATE ISSUED PROJECT SHEET NO PROJECT NO. 642 1"
00865872,train,data/raw/funsd/dataset/training_data/images/00865872.png,data/raw/funsd/dataset/training_data/annotations/00865872.json,40,136,15,16,1,8,B164 pH Reference: ORAL SOLUBILITY ACUTE CADCOVASCULAR Reference: 00865872 COMPOUND TO SENSITIVE SIGNATURE: [] OTHER [MOISTURE] [] HEAT [] Air SAFETY PROCEDURE (SUGGESTED COMMENT: DATE 8/22/83 COMPOUND PHYSICAL PARAMETERS LRC FILE NUMBER LOT NUMBER PHYSICAL STATE Brownish- gray powder The pH of a 50
00866042,train,data/raw/funsd/dataset/training_data/images/00866042.png,data/raw/funsd/dataset/training_data/annotations/00866042.json,65,195,32,12,5,16,"EXPLOSIVE FLAMMABLE RADIOACTIVE SOLID LIQUID PRESSURIZED Colorless X COLOR 1 642-138 B166 SIGNATURE: D. 9/28/83 20.845 ☑ DESSICATOR FREEZER OTHER B166 3212 ☑ 00866042 HAZLETON LABORATORIES AMERICA INC PROJECT SHEET 9200 EESAURG TURNPIKE VIENNA VIRGINIA 22180 USA DATE ISSUED Oct. 11, 1983 PROJECT SHE"
00920222,train,data/raw/funsd/dataset/training_data/images/00920222.png,data/raw/funsd/dataset/training_data/annotations/00920222.json,44,183,24,12,2,6,"VENDOR TERMS VIA Attn: NET DATE UNIT PRICE DESCRIPTION QUANTITY CODE 00920222 15 - 4111 9590 PURCHASE REQUISITION ☐ PURCHASING ☐ STATIONARY Borriston Laboratories, INC. , 5050 Beech Place Temple Hills, MD 20748 ORDER NO. March 27, 1984 1332 REV L1 16 79 PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON TH"
00920294,train,data/raw/funsd/dataset/training_data/images/00920294.png,data/raw/funsd/dataset/training_data/annotations/00920294.json,50,91,17,15,2,16,"970220 To: From: Date: Mailfile Description Quantity: Maildate: Program#: Seeds Suppression Notes 1 2 3 4 7 6 8 9 10 5 5 25 273 700418 3, 984 System RJR Mailfile Table Update Sheet Alert Number RJR IR - Suz /Art Drew Huyett 3/ 7/ 97 102- Eclipse Program Group Corp/ Multibrand Mailfile ID: Mail Order"
00922237,train,data/raw/funsd/dataset/training_data/images/00922237.png,data/raw/funsd/dataset/training_data/annotations/00922237.json,35,165,21,10,1,3,"4111 9590 00922237 H.J. Minnemeyer QUANTITY CODE DESCRIPTION PURCHASING STATIONARY DATE Attn: VENDOR TERMS PURCHASE REQUISITION P.O. 1534 REV. 7/75 LT-9-75 PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIS REQUISITION Microbiological Associates 5221 River Rd., Bethesda MD 20816 ORDER NO. Prev. or Rec"
01073843,train,data/raw/funsd/dataset/training_data/images/01073843.png,data/raw/funsd/dataset/training_data/annotations/01073843.json,104,180,34,61,6,3,COMPOUND SOURCE INVESTIGATOR(S) SIGNATURE(S): 50 80 100 SOLVENT OMSO REPORTED TA1535 TA100 TA98 Streptozotocin CONCLUSION OR67-13 A123 4/14/81 BC19-25 3/18/81-4/8/81 unknown TESTED ☑ .025 25 12.5 6.25 9.67 14.00 1.10 .76 1.12 .52 1.07 118.00 4.0 2.0 1.0 0.5 .72 1.24 6.41 2.28 3.07 2.86 31.14 12.29 .
01122115,train,data/raw/funsd/dataset/training_data/images/01122115.png,data/raw/funsd/dataset/training_data/annotations/01122115.json,95,285,49,41,2,3,"RE DATE Remarks Color Supplier Weight Draw Tars Nicotine -339 .0 6 Good Good Good #450 3 1067 White ""D"" 24 .7 .844 SPRING AMF 85 Hauni 011221115 P. LORILLARD CO. (Revised 5/ 9/ 61) SQC -21 Bale No. Total Denier as Marked Total Denier as Tested % Moisture in Tow Maker No. T. E. 58 ,000 Research Divis"
01150773_01150774,train,data/raw/funsd/dataset/training_data/images/01150773_01150774.png,data/raw/funsd/dataset/training_data/annotations/01150773_01150774.json,33,177,11,9,1,12,Date: To: From: Room: Message: 803E 2064782104 TELEPHONE: TELEFAX TELEX CABLE COVLING COVINGTON & BURLING 1201 PENNSYLVANIA AVENUE N. W. P. O. BOX 7566 WASHINGTON D. C. 20044 7566 (202) 562 5000 LECONFIELD HOUSE CURZON STREET LONDON WIYIAS ENGLAND 44 71 495 5655 89- 193 COVLING WSH (202) 662-6291 BR
01191071_1072,train,data/raw/funsd/dataset/training_data/images/01191071_1072.png,data/raw/funsd/dataset/training_data/annotations/01191071_1072.json,24,58,9,8,2,5,"OPTION PAGE SHB 03 (AUTO) 207422272 Date: Attention: Company: Subject: 11/12/96 MEMORY STORAGE REPORT (NOV 12 96 05:49PM FILE FILE TYPE 083 MEMORY TX TEL NO. REMAINING CALL CAPACITY 299 Facsimile Transmission Legal Department 120 Park Avenue New York, NY 10017- 5592 PM PHILIP MORRIS John J. Mulderig"
01197604,train,data/raw/funsd/dataset/training_data/images/01197604.png,data/raw/funsd/dataset/training_data/annotations/01197604.json,30,97,14,13,1,2,"DESCRIPTION: SMOKER: REMARKS: 195 II 01197604 SAMPLE DESCRIPTION: Tar Number: Batch Number: Tobacco Number: Sample No. 1166, RD 308 OLD GOLD Straights + 3% KNO3 SAMPLE WEIGHT: 300 mm. tar, 100 mm acetone METHOD OF PREPARATION: Water removed by co- distillation with acetone under vacum at 45 C. NUMBE"
01408099_01408101,train,data/raw/funsd/dataset/training_data/images/01408099_01408101.png,data/raw/funsd/dataset/training_data/annotations/01408099_01408101.json,52,132,39,8,3,2,"DATE A. N- 306 B. MARKETING SIZE OF TARGET MARKET (BY BRAND OR COMPANY) UNITS UNITS UNITS UNITS COMMENTS 1st Qtr. 79 01408099 PROJECT STATUS REPORT CONFIDENTIAL March 1, 1978 REVISION # SECTIONS REVISED PROJECT NAME True 100's (R&M) PROJECT # TOTAL BUDGET PROJECT LEADER GENERAL PROJECT DESCRIPTION W"
11508234,train,data/raw/funsd/dataset/training_data/images/11508234.png,data/raw/funsd/dataset/training_data/annotations/11508234.json,111,239,59,39,6,7,"Date: Description: No. Budgeted: Yes Yes No No X X $ contract. Supplier 29,500 31,716 2,500 2,500 27,000 29,216 Projected: Wave(s) Waves(s) Wave(s) Project Type: 1995 500,000 382,575 29,500 0 353,075 146,925 Analyst Asst Mgr. Con Res (to $ 100,000) Musiclask Lumea Date: Date: Date: Date: Date: 46684"
11875011,train,data/raw/funsd/dataset/training_data/images/11875011.png,data/raw/funsd/dataset/training_data/annotations/11875011.json,30,178,11,5,1,13,TO: INSTRUCTIONS: FAX NUMBERS: 3. 465658104 1-23-95 BROWN & WILLIAMSON TOBACCO CORPORATION BID REQUEST FORM (QUALITATIVE RESEARCH) 1995- 13D H.L. Williams Goldfarb Consultants PROJECT NUMBER: B&W ORIGINATOR: 1. THE FOLLOWING DOCUMENT IS DIVIDED INTO TWO SECTIONS. SECTION ONE CONTAINS THE PROJECT DES
12052385,train,data/raw/funsd/dataset/training_data/images/12052385.png,data/raw/funsd/dataset/training_data/annotations/12052385.json,20,55,9,6,0,5,"KOOL DESCRIPTION: SUPPLIER: CUMULATIVE JAN 466024372 466024372 PROJECT NO. 1987- 144- K 0595- 529- 1510 -0 KMDP ANALYSIS UTILIZING BLACK SWITCHING STUDY DATA C. B. Pugh Market Facts 12, 500 (10- 15- 87) CARRYOVER TO 1988 -- 0 MR PERSONNEL: AUTHORIZED COST: RELEASED TO ACCTG PAID OUT OF 1987 BUDGET P"
12603270,train,data/raw/funsd/dataset/training_data/images/12603270.png,data/raw/funsd/dataset/training_data/annotations/12603270.json,78,157,32,23,2,21,"Date: Description: Supplier: # 51 Reasons: Increase ( CANCELLED 1985 3,669,000 252,955 +58,500 311.455 3,357,545 0 Original cc: Date Date Date Date Date A. J. Mellman L. E. Gravely J. F. Wilhelm 1985-39NP 681925993 /big:jfw00017 CHANGE OF AUTHORIZED COST June 21, 1985 RICHLAND 100's Brand Name: Amel"
12825369,train,data/raw/funsd/dataset/training_data/images/12825369.png,data/raw/funsd/dataset/training_data/annotations/12825369.json,43,199,19,17,3,4,"MARKET POPULATION OPERATOR BRAND SCHEDULE FULL INSPECTION NUMBER VIEWED Lakeland Metro Market Misty SPOT CHECK TYPE OF DISPLAY PERMANENT LOCATION DESIGN ON DISPLAY ☑ ROTARY COMMENTS: COMMENT ON PLANT: INSPECTION BY LAURENCE, CHARLES, FREE & LAWSON, INC. BULLETIN ADVERTISING- INSPECTION REPORT 400.40"
13149651,train,data/raw/funsd/dataset/training_data/images/13149651.png,data/raw/funsd/dataset/training_data/annotations/13149651.json,75,333,54,11,5,5,☑ ORIGINAL Subject State: Local: 1. 3. 4. ☑ ☑ Yes ☐ ☐ ☑ ☑ GPR PRO Agency 262-6423 Date 2-2-83 680534113 1981 Session Amendment No. if Applicable LRB 1946 LRB Or Bill No. han Au No ☐ UPDATED ☐ SUPPLEMENTAL ☐ CORRECTED FISCAL ESTIMATE AD MBA 23 (Rev 11/80 Regulation of Smoking Public Places Fiscal Eff
660978,train,data/raw/funsd/dataset/training_data/images/660978.png,data/raw/funsd/dataset/training_data/annotations/660978.json,30,106,12,11,1,6,DATE: PLACE: NO. CLIENT: PRODUCT: PRESENT: SUMMARY: CONFIDENTIAL PH: cc: 670121460 mg Telephone Viceroy GREY ADVERTISING INC. - MEETING REPORT FEB 23 1982 Brown & Williamson 1/ 19/ 82 482 -2 R1 (For the client) T. Parrack DATE OF REPORT: 2/ 17/ 82 (For the agency) P. Hendricks Written by: P. Hendric
71108371,train,data/raw/funsd/dataset/training_data/images/71108371.png,data/raw/funsd/dataset/training_data/annotations/71108371.json,82,267,40,14,7,21,Department: System: x 7970 x X 4/20/98 4/17/98 Immediate High Medium Low Defer PRIORITY designed MIS PROJECT REQUEST PART I - CLIENT REQUEST Requested by: Karl Hutchison Project Number: (assigned by MIS) BD & SS Phone Number: Date Submitted: Date Required: REQUEST TYPE REASON CODE 1. Enhancement 2. 
71190280,train,data/raw/funsd/dataset/training_data/images/71190280.png,data/raw/funsd/dataset/training_data/annotations/71190280.json,38,75,19,12,4,3,"Signature Department Date Date Department Signature T&N WARNING DATE 44 8' 33/16""WX21/2""H 10/22/98 (Date) REVISIONS BRAND DESCRIPTION 7848 JOB NO. BROWN & WILLIAMSON TOBACCO CORPORATION B&W INC KOOL Natural Passport Winter Program Ad- EMRO 7.96875 sq inches SQ. INCHES/FEET TRIM SIZE Exhibt 1(a) Stat"
71202511,train,data/raw/funsd/dataset/training_data/images/71202511.png,data/raw/funsd/dataset/training_data/annotations/71202511.json,79,222,42,28,4,5,"Date: Description: Supplier Budgeted: Yes Yes 3,000 58,500 X X No No No. Wave (s) Qualatative $ Analyst Date: Date: Date: Date: Date: Original: CC: MRADOM MA ETING RESEARCH AUTHORIZ ON (DOMESTIC) (Recommended Proposal Attached) 2/ 26/ 98 KOOL Natural Lights Packaging - Round I 1998 -18D Requested by"
71206427,train,data/raw/funsd/dataset/training_data/images/71206427.png,data/raw/funsd/dataset/training_data/annotations/71206427.json,31,65,13,12,2,4,"ITEM: DATE: BRAND: SUMMARY OF PROJECT: Attached See FUNDING: SIGNATURES: 4514cbta PROJECT BRIEF June 1, 1990 General Merchandising Nonspecific Package Fixture Circle-K Convenient Stores SUPPLIERS BEING CONSIDERED: Chicago Show Display Equation Chicago Display Robert Nielson & Associates 1990 Customi"
71341634,train,data/raw/funsd/dataset/training_data/images/71341634.png,data/raw/funsd/dataset/training_data/annotations/71341634.json,104,251,44,34,5,21,Home Office Check 20182 Request Attention: Address: No City State CA 94080 OR Quantity Units Amount 288 296 725 725 CTNS CTNS Date 39A00A 0607 ID# Verification Ref Date Vendor# Check# Description Account# Department Product Amount Date: 00000 Check Y N Distribution: For 425 481 31 46 PAGE 02 2101804
71366499,train,data/raw/funsd/dataset/training_data/images/71366499.png,data/raw/funsd/dataset/training_data/annotations/71366499.json,34,88,17,11,3,3,"BRAND DESCRIPTION DATE WARNING 7559 BKOOL NA Signature Department Date Date Department Signature REVISIONS BROWN & WILLIAMSON TOBACCO CORPORATION B & W JOB NO. CMS Amerada Hess Dispenser Sign 12/ 15/ 97 261 sq SQ. INCHES/FEET 14 1/2 X 18"" TRIM SIZE 3A 14 1/2"" X 8"" - 116 sq."" T & N OTT APPROVALS B & "
71563825,train,data/raw/funsd/dataset/training_data/images/71563825.png,data/raw/funsd/dataset/training_data/annotations/71563825.json,54,242,18,26,3,7,Date: Market(s): Male: Female: Bogotá: Medellin: Note: # Other COLOMBIA KOOL 60% 40% 1) 2) 3) 4) Market Research - Initiating Project Brief Brief Number Client Group: 02/ 12/ 98 R. B. U. Brand Group Client Contact: Maria Helena Argüelles/ Edwin Garcia Research Liaison: Camilo Concha/ Andrea Suarez P
71601299,train,data/raw/funsd/dataset/training_data/images/71601299.png,data/raw/funsd/dataset/training_data/annotations/71601299.json,37,249,15,17,3,2,"Date Number Project (s) in (s) Marketing Research - CPT Initiating Brief 15. 03. 2000 BAT Korea Client Group Client Contact Alberto Marcheggiano Kyu Yeon Hwang Research Liaison Subi. Jeong to be assigned by Brown & Williamson USA Dunhill Lights, CPT Project Name/ Description: Market (s) / Zone (s) S"
716552,train,data/raw/funsd/dataset/training_data/images/716552.png,data/raw/funsd/dataset/training_data/annotations/716552.json,68,228,37,21,5,5,DESCRIPTION DESIGN NO 272972 ☑ USE: OFFICIAL ☑ DOMESTIC ☐ (GRAVURE) NO ☑ BRANCH REPLACEMENT LOUISVILLE PETERSBURG MACON DESCRIPTION BRANCH LOUISVILLE PETERSBURG 80- 15 272972 COMMENTS: MACON 680115980 QNED: DATE: BROWN & WILLIAMSON TOBACCO CORPORATION MATERIAL SPECIFICATION DESIGN CHANGE AUTHORIZATI
80310840a,train,data/raw/funsd/dataset/training_data/images/80310840a.png,data/raw/funsd/dataset/training_data/annotations/80310840a.json,65,213,35,18,2,10,"Scott Job#: Revision ☑ Reason: 803108404 Pasholuk Jan Feb Jul Aug Sep Oct Nov Dec Director MPIO 5543/295 1 # Mar Apr May Jun January 18, 1998 Date: PROJECT APPROVAL MARKET PLANNING AND INFORMATION DEPARTMENT Sales Analysis ☐ Consumor Research ☑ Newport Lights Direct Mail Conversion Research Project "
80707440_7443,train,data/raw/funsd/dataset/training_data/images/80707440_7443.png,data/raw/funsd/dataset/training_data/annotations/80707440_7443.json,27,184,13,12,0,2,"CLIENT: PRODUCT: PUBLICATION ISSUE: SPACE: DATE: ALTERNATIVES: HEADLINE: ILLUSTRATION: 80707440 LORILLARD CORPORATION Kent, Newport, True and Old Gold JOB NO: Daily Newspapers August 19, 1969 1000 lines B&W 1750 lines 2- color 8/ 8/ 69 New York Football Fans LEAD- IN: Los Angeles Football Fans Chica"
80718412_8413,train,data/raw/funsd/dataset/training_data/images/80718412_8413.png,data/raw/funsd/dataset/training_data/annotations/80718412_8413.json,26,83,11,11,2,2,"MARKET: PRODUCT: QUANTITIES: Date: Place: Time: 3 Boston 80718412 FEDERAL DISTRIBUTING CORPORATION CIGARETTE SAMPLING PROGRAM Old Gold Lights October 3 through October 5 SAMPLING DATES: * SAMPLING HOURS: * 9: 30 a. m. - 5: 30 p. m. 270, 000 NUMBER OF SAMPLING PERSONNEL: 24 per day NUMBER OF SUPERVIS"
80728670,train,data/raw/funsd/dataset/training_data/images/80728670.png,data/raw/funsd/dataset/training_data/annotations/80728670.json,36,119,20,12,2,2,TO: FROM: DATE: Air Auto Train Other Dates Boston XX X 80728670 FIELD TRIP J. R. Mueller Mary Anne Kayiatos 2 /28 /84 Please make the necessary Field Trip arrangements for Ted van de kamp Purpose of trip To evaluate Satin's overall performance and results of Special Cities. Division (s) to be contac
81186212,train,data/raw/funsd/dataset/training_data/images/81186212.png,data/raw/funsd/dataset/training_data/annotations/81186212.json,11,61,7,0,1,3,"Date: 81186212 4/79 New Competitive Activity Please fill in the following information, as appropriate and send to C. W. Toti, Marketing Services Director, at the New York Office. Thank you. Reported by: Manufacturer & Brand: Type of product, size(s) & list price: Extent of distribution: Information "
81310636,train,data/raw/funsd/dataset/training_data/images/81310636.png,data/raw/funsd/dataset/training_data/annotations/81310636.json,28,76,11,9,1,7,"6692 B83 test Misc 81310636 COMPOUND STRUCTURE Litton Bionetics Genetic Assay No. COMPOUND CODE Chem Abstr# N/ A Proprietary Mixture Compound Name ASSAY RESULT M. Lymph: negative with S9 activation, positive without S9 activation; Rerun: negative without S9 activation, border- line positive with S9 "
81574683,train,data/raw/funsd/dataset/training_data/images/81574683.png,data/raw/funsd/dataset/training_data/annotations/81574683.json,105,234,47,46,4,8,Date: 3/27/84 84-C-7 Cicarettes Filters BLEND CASING RECASING 1077-84 7773 7774 attached Maker Length Filter Length Circumference Weight Paper MENTHOL 8098 mm 370mm 24.7mm E- 626 1509C 81574683 Wrapping Labels Closures Cartons Markings white blue white white Responsibility Shipping Other Newan Stein
81619486_9488,train,data/raw/funsd/dataset/training_data/images/81619486_9488.png,data/raw/funsd/dataset/training_data/annotations/81619486_9488.json,62,158,35,19,2,6,"TO: FROM: x GEOGRAPHY REGION: FULL PARTIAL PARTIAL FULL DIVISION: SUBJECT: 12 13 7 X DISTRIBUTION 70 121 81619486 S. P. ZOLOT SUBMISSION DATE R. W. Richardson JUNE 29 AUG 10 SEPT 21 NOV 9 MAVERICK SPECIALS EXPANSION MARKETS PROGRESS REPORT (ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION (S) SCOPE) D"
81619511_9513,train,data/raw/funsd/dataset/training_data/images/81619511_9513.png,data/raw/funsd/dataset/training_data/annotations/81619511_9513.json,82,210,33,40,6,3,TO: FROM: S.P. Zolot C.J. Leiker ☑ SUBJECT: GEOGRAPHY REGION: DIVISION: FULL x PARTIAL FULL PARTIAL 23 21 15 17 82 25 31 17 15 39 25 460 79 17 112 MAVPROG.XLS 81619511 SUBMISSION DATE MAY 19 AUG 11 SEP 22 JUN 30 MAVERICK SPECIALS MENTHOL- PROGRESS REPORT (ONLY PARTIAL REGION CONTINUE WITH DIVISION(S
81749056_9057,train,data/raw/funsd/dataset/training_data/images/81749056_9057.png,data/raw/funsd/dataset/training_data/annotations/81749056_9057.json,77,184,28,36,3,10,"TO: FROM: SUBJECT: X None DISTRIBUTION PACKING % % 542 475 479 451 22% 19% 19% 18% 365 346 371 355 36% 34% 35% 36% 100's 2.471 1,020 30 $ 20 30 3.00 PACKS CARTONS DORAL BASIC G.P.C 12/8/97 81749056 12/08/97 09: 01 FAX 1 732 583 8977 LORILLARD TOE CO NYO - SALES 002/ 003 S. P. ZOLOT S. P. McBride ARE"
82254638,train,data/raw/funsd/dataset/training_data/images/82254638.png,data/raw/funsd/dataset/training_data/annotations/82254638.json,65,162,24,20,5,16,"TO: FROM: #CASES ITEMS 7/11/97 1 29-980-7 400 400 400 400 7/11/97 198-820-0003 REQFORM 82254638 01/17/97 Attendence 140 250 (314)739-8090 DIV. NAME/ NO: SAM ZOLOT W. R. KNIGHT - MCA ST. LOUIS, MO DATE TO CORP: 1997 SPECIAL EVENT REQUEST FORM NAME OF EVENT: *DATE OF EVENT: Lorillard Metro Golf Outing"
87533049,train,data/raw/funsd/dataset/training_data/images/87533049.png,data/raw/funsd/dataset/training_data/annotations/87533049.json,45,118,21,20,2,2,FROM: TO: cc: TRUE N/A N/A N/A $2.00 Carton ANALYTICAL REQUIREMENTS: 87533049 530430 1112 COUPON CODE REGISTRATION FORM J. La Valle S. A. Rapisarldi R. G. Ryan Brand (s) Applicable Media Type Media Name *Issue Frequency / Year * Space / Color Coupon Issue Date Coupon Expiration Date Circulation (#) 
87672097,train,data/raw/funsd/dataset/training_data/images/87672097.png,data/raw/funsd/dataset/training_data/annotations/87672097.json,82,216,33,43,3,3,COMPOUND SOURCE Mapleine Crescent TESTED: REPORTED B75 MALE FEMALE SOURCE X T P. ☑ OTHER ☑ 1 2 3 4 5 100 100 100 100 100 5000 6000 7200 8640 10368 CONCLUSION: 87672097 3/5/81 ACUTE TOXICITY IN MICE LORILLARD NO LOT NO DATE RECEIVED 12 /4 /80 3 /12 /81 -3 /24 /81 3 /30 /81 BC19 -15 NOTEBOOK PAGE: H. 
87682908,train,data/raw/funsd/dataset/training_data/images/87682908.png,data/raw/funsd/dataset/training_data/annotations/87682908.json,31,125,23,3,2,3,Name: Institution: Address: Street City State First Middle Last Country Telephone: TOTAL 10) 87682908 46th Tobacco Chemists' Research Conference TH 46 TCRC REGISTRATION FORM Please type or print P. O. Box # ZIP Code Area Code: Name of spouse participating in the guest programs Monday (Y/ N) Tuesday 
88057519,train,data/raw/funsd/dataset/training_data/images/88057519.png,data/raw/funsd/dataset/training_data/annotations/88057519.json,17,37,10,2,1,4,Address City State Zip BRAND 1982 88057519 New SATIN 100's Direct Account Please Ship To Delivery Date No. OF CARTONS Satin Filter 100's Satin Menthol 100's Signature of Hetail Purchaser Order Taken By Sales Representative DIRECT ACCOUNT
